Cluster,Agency,Year,PT/FT,Gender,Headcount
Health,Health Agency 17,2018,Part-Time,Male, 653 
Health,Health Agency 18,2018,Part-Time,Male, 323 
Health,Health Agency 19,2018,Part-Time,Male, 85 
Health,Health Agency 2,2018,Part-Time,Male, 57 
Health,Health Agency 20,2018,Part-Time,Male, 5 
Health,Health Agency 21,2018,Part-Time,Male, 300 
Health,Health Agency 22,2018,Part-Time,Male, 6 
Health,Health Agency 23,2018,Part-Time,Male, 96 
Health,Health Agency 24,2018,Part-Time,Male, 231 
Health,Health Agency 25,2018,Part-Time,Male, 444 
Health,Health Agency 26,2018,Part-Time,Male, 524 
Health,Health Agency 27,2018,Part-Time,Male, 586 
Health,Health Agency 28,2018,Part-Time,Male, 483 
Health,Health Agency 29,2018,Part-Time,Male, 164 
Health,Health Agency 3,2018,Part-Time,Male, 97 
Health,Health Agency 30,2018,Part-Time,Male, 230 
Health,Health Agency 31,2018,Part-Time,Male," 1,504 "
Health,Health Agency 32,2018,Part-Time,Male, 158 
Health,Health Agency 33,2018,Part-Time,Male, 466 
Health,Health Agency 4,2018,Part-Time,Male, 6 
Health,Health Agency 5,2018,Part-Time,Male, 6 
Health,Health Agency 6,2018,Part-Time,Male, 291 
Health,Health Agency 7,2018,Part-Time,Male, 6 
Health,Health Agency 8,2018,Part-Time,Male, 6 
Health,Health Agency 9,2018,Part-Time,Male, 10 
Industry,Industry Agency 1,2018,Part-Time,Male, 42 
Industry,Industry Agency 2,2018,Part-Time,Male, 5 
Industry,Industry Agency 3,2018,Part-Time,Male, 11 
Industry,Industry Agency 4,2018,Part-Time,Male, 6 
Industry,Industry Agency 5,2018,Part-Time,Male, 28 
Industry,Industry Agency 6,2018,Part-Time,Male, 11 
Industry,Industry Agency 7,2018,Part-Time,Male, 5 
Industry,Industry Agency 8,2018,Part-Time,Male, 6 
Justice,Justice Agency 1,2018,Part-Time,Male, 11 
Justice,Justice Agency 10,2018,Part-Time,Male, 6 
Justice,Justice Agency 11,2018,Part-Time,Male, 6 
Justice,Justice Agency 12,2018,Part-Time,Male, 6 
Justice,Justice Agency 13,2018,Part-Time,Male, 6 
Justice,Justice Agency 14,2018,Part-Time,Male, 6 
Justice,Justice Agency 2,2018,Part-Time,Male, 14 
Justice,Justice Agency 3,2018,Part-Time,Male, 136 
Justice,Justice Agency 4,2018,Part-Time,Male," 1,054 "
Justice,Justice Agency 5,2018,Part-Time,Male, 6 
Justice,Justice Agency 6,2018,Part-Time,Male, 35 
Justice,Justice Agency 7,2018,Part-Time,Male, 10 
Justice,Justice Agency 8,2018,Part-Time,Male, 6 
Justice,Justice Agency 9,2018,Part-Time,Male, 145 
Planning & Environment,Planning & Environment Agency 1,2018,Part-Time,Male, 18 
Planning & Environment,Planning & Environment Agency 2,2018,Part-Time,Male, 40 
Planning & Environment,Planning & Environment Agency 3,2018,Part-Time,Male, 16 
Planning & Environment,Planning & Environment Agency 4,2018,Part-Time,Male, 6 
Planning & Environment,Planning & Environment Agency 5,2018,Part-Time,Male, 117 
Planning & Environment,Planning & Environment Agency 6,2018,Part-Time,Male, 10 
Planning & Environment,Planning & Environment Agency 7,2018,Part-Time,Male, 80 
Planning & Environment,Planning & Environment Agency 8,2018,Part-Time,Male, 15 
Premier & Cabinet,Premier & Cabinet Agency 1,2018,Part-Time,Male, 6 
Premier & Cabinet,Premier & Cabinet Agency 10,2018,Part-Time,Male, 5 
Premier & Cabinet,Premier & Cabinet Agency 11,2018,Part-Time,Male, 6 
Premier & Cabinet,Premier & Cabinet Agency 2,2018,Part-Time,Male, 7 
Premier & Cabinet,Premier & Cabinet Agency 3,2018,Part-Time,Male, 5 
Premier & Cabinet,Premier & Cabinet Agency 4,2018,Part-Time,Male, 6 
Premier & Cabinet,Premier & Cabinet Agency 5,2018,Part-Time,Male, 10 
Premier & Cabinet,Premier & Cabinet Agency 6,2018,Part-Time,Male, 6 
Premier & Cabinet,Premier & Cabinet Agency 7,2018,Part-Time,Male, 5 
Premier & Cabinet,Premier & Cabinet Agency 8,2018,Part-Time,Male, 9 
Premier & Cabinet,Premier & Cabinet Agency 9,2018,Part-Time,Male, 6 
Transport,Transport Agency 1,2018,Part-Time,Male, 44 
Transport,Transport Agency 2,2018,Part-Time,Male, 7 
Transport,Transport Agency 3,2018,Part-Time,Male, 516 
Transport,Transport Agency 4,2018,Part-Time,Male, 498 
Transport,Transport Agency 5,2018,Part-Time,Male," 1,354 "
Transport,Transport Agency 6,2018,Part-Time,Male, 579 
Treasury,Treasury Agency 1,2018,Part-Time,Male, 6 
Treasury,Treasury Agency 2,2018,Part-Time,Male, 6 
Treasury,Treasury Agency 3,2018,Part-Time,Male, 6 

